,machine_type,machine_id,machine_type_id,normal,abnormal,db
29,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000029.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000029.wav,0dB
30,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000030.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000030.wav,0dB
31,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000031.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000031.wav,0dB
32,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000032.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000032.wav,0dB
33,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000033.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000033.wav,0dB
34,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000034.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000034.wav,0dB
35,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000035.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000035.wav,0dB
36,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000036.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000036.wav,0dB
37,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000037.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000037.wav,0dB
38,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000038.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000038.wav,0dB
39,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000039.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000039.wav,0dB
40,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000040.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000040.wav,0dB
41,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000041.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000041.wav,0dB
42,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000042.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000042.wav,0dB
43,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000043.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000043.wav,0dB
44,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000044.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000044.wav,0dB
45,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000045.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000045.wav,0dB
46,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000046.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000046.wav,0dB
47,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000047.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000047.wav,0dB
48,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000048.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000048.wav,0dB
49,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000049.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000049.wav,0dB
50,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000050.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000050.wav,0dB
51,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000051.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000051.wav,0dB
52,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000052.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000052.wav,0dB
53,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000053.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000053.wav,0dB
54,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000054.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000054.wav,0dB
55,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000055.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000055.wav,0dB
56,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000056.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000056.wav,0dB
57,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000057.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000057.wav,0dB
58,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000058.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000058.wav,0dB
59,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000059.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000059.wav,0dB
60,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000060.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000060.wav,0dB
61,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000061.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000061.wav,0dB
62,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000062.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000062.wav,0dB
63,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000063.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000063.wav,0dB
64,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000064.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000064.wav,0dB
65,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000065.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000065.wav,0dB
66,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000066.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000066.wav,0dB
67,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000067.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000067.wav,0dB
68,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000068.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000068.wav,0dB
69,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000069.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000069.wav,0dB
70,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000070.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000070.wav,0dB
71,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000071.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000071.wav,0dB
72,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000072.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000072.wav,0dB
73,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000073.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000073.wav,0dB
74,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000074.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000074.wav,0dB
75,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000075.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000075.wav,0dB
76,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000076.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000076.wav,0dB
77,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000077.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000077.wav,0dB
78,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000078.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000078.wav,0dB
79,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000079.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000079.wav,0dB
80,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000080.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000080.wav,0dB
81,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000081.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000081.wav,0dB
82,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000082.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000082.wav,0dB
83,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000083.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000083.wav,0dB
84,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000084.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000084.wav,0dB
85,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000085.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000085.wav,0dB
86,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000086.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000086.wav,0dB
87,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000087.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000087.wav,0dB
88,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000088.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000088.wav,0dB
89,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000089.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000089.wav,0dB
90,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000090.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000090.wav,0dB
91,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000091.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000091.wav,0dB
92,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000092.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000092.wav,0dB
93,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000093.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000093.wav,0dB
94,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000094.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000094.wav,0dB
95,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000095.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000095.wav,0dB
96,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000096.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000096.wav,0dB
97,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000097.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000097.wav,0dB
98,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000098.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000098.wav,0dB
99,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000099.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000099.wav,0dB
100,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000100.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000100.wav,0dB
101,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000101.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000101.wav,0dB
102,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000102.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000102.wav,0dB
103,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000103.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000103.wav,0dB
104,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000104.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000104.wav,0dB
105,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000105.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000105.wav,0dB
106,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000106.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000106.wav,0dB
107,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000107.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000107.wav,0dB
108,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000108.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000108.wav,0dB
109,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000109.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000109.wav,0dB
110,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000110.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000110.wav,0dB
111,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000111.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000111.wav,0dB
112,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000112.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000112.wav,0dB
113,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000113.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000113.wav,0dB
114,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000114.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000114.wav,0dB
115,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000115.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000115.wav,0dB
116,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000116.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000116.wav,0dB
117,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000117.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000117.wav,0dB
118,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000118.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000118.wav,0dB
119,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000119.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000119.wav,0dB
120,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000120.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000120.wav,0dB
121,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000121.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000121.wav,0dB
122,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000122.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000122.wav,0dB
123,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000123.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000123.wav,0dB
124,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000124.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000124.wav,0dB
125,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000125.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000125.wav,0dB
126,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000126.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000126.wav,0dB
127,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000127.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000127.wav,0dB
128,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000128.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000128.wav,0dB
129,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000129.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000129.wav,0dB
130,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000130.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000130.wav,0dB
131,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000131.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000131.wav,0dB
132,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000132.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000132.wav,0dB
133,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000133.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000133.wav,0dB
134,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000134.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000134.wav,0dB
135,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000135.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000135.wav,0dB
136,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000136.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000136.wav,0dB
137,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000137.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000137.wav,0dB
138,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000138.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000138.wav,0dB
139,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000139.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000139.wav,0dB
140,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000140.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000140.wav,0dB
141,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000141.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000141.wav,0dB
142,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000142.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000142.wav,0dB
143,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000143.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000143.wav,0dB
144,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000144.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000144.wav,0dB
145,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000145.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000145.wav,0dB
146,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000146.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000146.wav,0dB
147,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000147.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000147.wav,0dB
148,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000148.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000148.wav,0dB
149,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000149.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000149.wav,0dB
150,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000150.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000150.wav,0dB
151,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000151.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000151.wav,0dB
152,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000152.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000152.wav,0dB
153,fan,id_00,fan_id_00,/data/home/mimii/dataset/0dB/fan/id_00/normal/00000153.wav,/data/home/mimii/dataset/0dB/fan/id_00/abnormal/00000153.wav,0dB
